author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
BRIGHT ESTATE - городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/298699272/,Москва,sale,flat,6,14,3,81.0,-1,0,46000000,Раменки,проспект Генерала Дорохова,39к1Г,Минская,Собрание клубных домов West Garden
BRIGHT ESTATE - городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/285557020/,Москва,sale,flat,6,12,3,113.9,-1,0,182240000,Хамовники, Усачева,13кБ,Спортивная,Садовые кварталы
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299651739/,Москва,sale,flat,1,9,3,63.1,-1,0,17500000,Коньково, Академика Арцимовича,20,Коньково,
BRIGHT ESTATE - городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/285557021/,Москва,sale,flat,6,12,3,114.1,-1,0,182560000,Хамовники, Усачева,13,Спортивная,Садовые кварталы
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/300745958/,Москва,sale,flat,2,14,3,63.4,-1,0,18500000,Свиблово,Уржумская ,3К3,Свиблово,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/300830548/,Москва,sale,flat,3,16,3,85.0,-1,0,18640000,, Эдварда Грига,17,Потапово,Скандинавия
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301448643/,Москва,sale,flat,5,9,3,58.4,-1,0,18500000,Коньково,Профсоюзная ,96К4,Беляево,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301704920/,Москва,sale,flat,8,9,3,57.3,-1,0,18500000,Ховрино, Лавочкина,44К1,Речной вокзал,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300733347/,Москва,sale,flat,5,12,3,80.1,-1,0,18500000,Люблино,проспект 40 лет Октября,40,Люблино,
Enkelman Development,real_estate_agent,https://www.cian.ru/sale/flat/300878279/,Москва,sale,flat,3,12,3,63.0,-1,0,18500000,Теплый Стан, Островитянова,16К2,Коньково,
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/298334428/,Москва,sale,flat,2,5,3,59.0,-1,0,18800000,Дорогомилово,Поклонная ,8,Кутузовская,
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/301450033/,Москва,sale,flat,6,9,3,74.0,-1,0,18750000,Солнцево,Родниковая ,5А,Солнцево,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/293755745/,Москва,sale,flat,7,16,3,67.8,-1,0,18800000,Соколиная гора,Окружной проезд,34к1,Соколиная гора,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298297481/,Москва,sale,flat,14,21,3,72.0,-1,0,18900000,, Бачуринская,9Ак2,Коммунарка,Новая Звезда
Владис,real_estate_agent,https://www.cian.ru/sale/flat/301509900/,Москва,sale,flat,6,12,3,63.4,-1,0,19000000,Головинский,Онежская ,12К2,Коптево,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301407892/,Москва,sale,flat,4,5,3,72.1,-1,0,19000000,Кунцево,Ярцевская ,6,Молодёжная,
Мария Рыськина,realtor,https://www.cian.ru/sale/flat/299020433/,Москва,sale,flat,8,24,3,69.59,-1,0,19200000,Митино,Муравская ,44к2,Пятницкое шоссе,Митинский лес
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300752416/,Москва,sale,flat,3,17,3,74.7,-1,0,19500000,Печатники, Гурьянова,69К1,Депо,
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/300688272/,Москва,sale,flat,4,5,3,78.5,-1,0,19500000,Щукино,3-й Волоколамский проезд,14К1,Панфиловская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301295333/,Москва,sale,flat,3,5,3,77.0,-1,0,19500000,Богородское,3-я Гражданская ,52,Бульвар Рокоссовского,
Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/301081354/,Москва,sale,flat,7,12,3,64.9,-1,0,19900000,Бутырский, Милашенкова,17,Фонвизинская,
Century21 Феникс,real_estate_agent,https://www.cian.ru/sale/flat/301180769/,Москва,sale,flat,2,5,3,63.4,-1,0,19800000,Академический, Кржижановского,5К1,Профсоюзная,
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/297756821/,Москва,sale,flat,1,22,3,79.0,-1,0,19900000,Крылатское, Крылатские Холмы,30К8,Крылатское,
RED,real_estate_agent,https://www.cian.ru/sale/flat/301024444/,Москва,sale,flat,3,8,3,75.6,-1,0,19990000,Савеловский,Бутырская ,53К1,Савёловская,
METRAGE,real_estate_agent,https://www.cian.ru/sale/flat/297496839/,Москва,sale,flat,5,5,3,60.3,-1,0,19990000,Академический, Кржижановского,8К1,Профсоюзная,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301166183/,Москва,sale,flat,2,9,3,59.7,-1,0,19900000,Тимирязевский,Дмитровское шоссе,43К1,Петровско-Разумовская,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/301215055/,Москва,sale,flat,15,22,3,76.9,-1,0,20000000,Люблино,Новороссийская ,34,Люблино,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/296830257/,Москва,sale,flat,4,5,3,72.7,-1,0,20200000,Щукино, Маршала Новикова,15,Щукинская,
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/301560916/,Москва,sale,flat,4,9,3,87.3,-1,0,20300000,Нагатино-Садовники,Каширский проезд,1/1,Варшавская,
ID 52447059,unknown,https://www.cian.ru/sale/flat/300458230/,Москва,sale,flat,2,9,3,57.0,-1,0,20300000,Южнопортовый,6-я Кожуховская ,21,Дубровка,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/301309140/,Москва,sale,flat,14,17,3,73.0,-1,0,20500000,Головинский,Онежская ,22,Коптево,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298337806/,Москва,sale,flat,10,16,3,120.0,-1,0,20500000,, Нагорная,5,Коммунарка,
Елена Кобзева,realtor,https://www.cian.ru/sale/flat/301686252/,Москва,sale,flat,2,7,3,78.2,-1,0,20500000,Марьино, Марьинский Парк,13,Братиславская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300502613/,Москва,sale,flat,20,26,3,71.3,-1,0,20950000,Нижегородский,Газгольдерная ,10,Нижегородская,Profit
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/297896847/,Москва,sale,flat,19,25,3,81.7,-1,0,20990000,, Никитина,11к7,Рассказовка,Город-парк Первый Московский
ЛэндЛ,real_estate_agent,https://www.cian.ru/sale/flat/301063362/,Москва,sale,flat,4,13,3,73.0,-1,0,20990000,Беговой,Беговая ,34,Динамо,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299762885/,Москва,sale,flat,3,14,3,73.0,-1,0,21000000,Марьино,Новомарьинская ,12/12К1,Марьино,
ОЛ ИНКЛЮЗИВ,real_estate_agent,https://www.cian.ru/sale/flat/300201630/,Москва,sale,flat,2,5,3,74.0,-1,0,21000000,Котловка,Нагорная ,27К1,Нагорная,
ID 70826714,realtor,https://www.cian.ru/sale/flat/301327198/,Москва,sale,flat,18,25,3,83.8,-1,0,21200000,Люблино,Люблинская ,76к3,Перерва,Люблинский парк
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301201022/,Москва,sale,flat,9,22,3,81.5,-1,0,21500000,Марьино,Поречная ,5/14,Марьино,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301590410/,Москва,sale,flat,5,15,3,80.5,-1,0,21500000,Строгино, Твардовского,4К1,Строгино,
На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/298522457/,Москва,sale,flat,5,16,3,98.9,-1,0,21500000,,бульвар Скандинавский,8,Потапово,Скандинавия
Veles Realty,real_estate_agent,https://www.cian.ru/sale/flat/300563704/,Москва,sale,flat,14,14,3,75.0,-1,0,21700000,Митино,Уваровский переулок,3,Пенягино,
Навигатор,real_estate_agent,https://www.cian.ru/sale/flat/298527489/,Москва,sale,flat,11,16,3,68.0,-1,0,21750000,Раменки,Винницкая ,21,Раменки,
Макспол Парк Культуры,real_estate_agent,https://www.cian.ru/sale/flat/300440420/,Москва,sale,flat,6,15,3,55.4,-1,0,21999000,Даниловский,Автозаводская ,23с931к5,Технопарк,ТехноПарк
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301355095/,Москва,sale,flat,8,25,3,73.1,-1,0,21930000,Метрогородок,Тагильская ,4к1,Бульвар Рокоссовского,Сиреневый парк
NEWPOLIS,real_estate_agent,https://www.cian.ru/sale/flat/300999351/,Москва,sale,flat,14,17,3,83.1,-1,0,21997000,, Лазурная,16,Коммунарка,Коммунарка
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/297042908/,Москва,sale,flat,3,9,3,84.4,-1,0,22500000,,бульвар Андрея Тарковского,4,Рассказовка,Рассказово
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/299968589/,Москва,sale,flat,13,16,3,73.0,-1,0,22500000,Ясенево,Литовский бульвар,18,Ясенево,
Манхэттен эстейт,real_estate_agent,https://www.cian.ru/sale/flat/299253715/,Москва,sale,flat,10,22,3,76.7,-1,0,22500000,Строгино,Строгинский бульвар,5,Строгино,
Бюро Эстейт,real_estate_agent,https://www.cian.ru/sale/flat/296319630/,Москва,sale,flat,1,5,3,65.0,-1,0,22700000,Мещанский,Капельский переулок,13,Проспект Мира,
Century 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/300273691/,Москва,sale,flat,14,16,3,75.0,-1,0,22900000,Можайский,Можайское шоссе,31К1,Рабочий посёлок,
Бест офис на Таганской,real_estate_agent,https://www.cian.ru/sale/flat/301677035/,Москва,sale,flat,2,5,3,63.4,-1,0,23000000,Сокольники,Колодезная ,7К2,Преображенская площадь,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301643246/,Москва,sale,flat,3,22,3,80.0,-1,0,23000000,Можайский,Беловежская ,37,Сетунь,
Владимир Фетискин,realtor,https://www.cian.ru/sale/flat/300681396/,Москва,sale,flat,9,16,3,75.0,-1,0,23499900,Строгино,Таллинская ,12,Строгино,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/297804958/,Москва,sale,flat,4,12,3,60.0,-1,0,23500000,Марьина роща,Складочная ,8к1,Савёловская,Шереметьевский
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298172998/,Москва,sale,flat,2,24,3,68.1,-1,0,23900000,Хорошево-Мневники,проспект Маршала Жукова,74К1,Народное Ополчение,
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/295107796/,Москва,sale,flat,12,19,3,105.0,-1,0,23800000,,,13,Аэропорт Внуково,
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/292686982/,Москва,sale,flat,2,5,3,71.4,-1,0,23970000,Соколиная гора, Бориса Жигуленкова,25к1,Соколиная гора,
Veles Realty,real_estate_agent,https://www.cian.ru/sale/flat/297560222/,Москва,sale,flat,20,24,3,62.2,-1,0,24000000,Перово,шоссе Энтузиастов,86Ак1,Новогиреево,PerovSky
ИП Самарская М.И.,real_estate_agent,https://www.cian.ru/sale/flat/301421793/,Москва,sale,flat,10,17,3,73.7,-1,0,24000000,Кунцево,Бобруйская ,6К2,Молодёжная,
ОЛ ИНКЛЮЗИВ,real_estate_agent,https://www.cian.ru/sale/flat/301377765/,Москва,sale,flat,4,25,3,81.5,-1,0,24000000,Покровское-Стрешнево,Волоколамское шоссе,81/2с3,Трикотажная,Апартаментный комплекс Level Стрешнево
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/300398686/,Москва,sale,flat,20,34,3,78.0,-1,0,24200000,Дмитровский,Лобненская ,13к3,Лианозово,Дмитровский парк
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/296187258/,Москва,sale,flat,1,17,3,85.1,-1,0,24500000,Лефортово, Лефортовский Вал,11К2,Лефортово,
МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/300484718/,Москва,sale,flat,13,23,3,86.8,-1,0,24500000,Рязанский,Окская ,3К1,Кузьминки,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299879025/,Москва,sale,flat,10,17,3,81.6,-1,0,24500000,Очаково-Матвеевское,1-й Очаковский переулок,1,Очаково,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300909618/,Москва,sale,flat,19,24,3,80.0,-1,0,24450000,Метрогородок,Тагильская ,4А,Бульвар Рокоссовского,Сиреневый парк
ID 13397558,homeowner,https://www.cian.ru/sale/flat/301731221/,Москва,sale,flat,14,14,3,76.0,-1,0,24600000,Восточное Дегунино,Керамический проезд,53К1,Бескудниково,
ОЛ ИНКЛЮЗИВ,real_estate_agent,https://www.cian.ru/sale/flat/301401722/,Москва,sale,flat,11,14,3,83.0,-1,0,25000000,Новогиреево,Перовская ,66к1,Кусково,Большое Кусково
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300989309/,Москва,sale,flat,7,11,3,78.6,-1,0,24950000,Бескудниковский,Бескудниковский бульвар,52,Яхромская,
ЛэндЛ,real_estate_agent,https://www.cian.ru/sale/flat/301600895/,Москва,sale,flat,11,14,3,71.0,-1,0,25000000,Печатники, Гурьянова,4К2,Печатники,
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/299294154/,Москва,sale,flat,5,24,3,69.0,-1,0,24900000,Донской,,к1,Верхние котлы,Новоданиловская 8 ЖК
Римарком Владис,real_estate_agent,https://www.cian.ru/sale/flat/300876618/,Москва,sale,flat,15,17,3,82.0,-1,0,25900000,Коньково, Островитянова,11,Коньково,
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300331875/,Москва,sale,flat,15,16,3,75.0,-1,0,25900000,Мещанский,Олимпийский проспект,22,Достоевская,
Евгений Гусев,realtor,https://www.cian.ru/sale/flat/301336199/,Москва,sale,flat,18,26,3,79.6,-1,0,25990000,Обручевский, Новаторов,4К5,Новаторская,
Real Estate Game,real_estate_agent,https://www.cian.ru/sale/flat/294615649/,Москва,sale,flat,3,43,3,72.0,-1,0,26300000,Раменки, Василия Ланового,1к1,Аминьевская,Огни
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/301123069/,Москва,sale,flat,12,16,3,74.7,-1,0,26500000,Сокольники,Сокольническая площадь,9,Сокольники,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299255685/,Москва,sale,flat,3,6,3,63.1,-1,0,26999000,Тверской, Фадеева,7С2,Маяковская,
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300889917/,Москва,sale,flat,3,25,3,98.0,-1,0,26800000,Солнцево,Солнцевский проспект,6к1,Солнцево,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299454124/,Москва,sale,flat,5,20,3,82.3,-1,0,26790000,Отрадное,Нововладыкинский проезд,1к4,Окружная,Поколение
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298346378/,Москва,sale,flat,2,11,3,78.0,-1,0,27000000,Останкинский, Годовикова,11к2,Алексеевская,iLove
Мария Ястремская,realtor,https://www.cian.ru/sale/flat/299354605/,Москва,sale,flat,15,16,3,73.0,-1,0,27000000,Чертаново Южное,Варшавское шоссе,154К2,Аннино,
RedHome,real_estate_agent,https://www.cian.ru/sale/flat/299166294/,Москва,sale,flat,37,40,3,60.59,-1,0,27200000,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ
METRAGE,real_estate_agent,https://www.cian.ru/sale/flat/300548530/,Москва,sale,flat,3,8,3,78.3,-1,0,27000000,Академический, Вавилова,17,Ленинский проспект,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/300651657/,Москва,sale,flat,3,16,3,76.0,-1,0,27500000,Строгино,Таллинская ,24,Строгино,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300185601/,Москва,sale,flat,3,6,3,-1.0,-1,0,27400000,Красносельский,Новорязанская ,16/11С1,Комсомольская,
ID 114363984,homeowner,https://www.cian.ru/sale/flat/300833686/,Москва,sale,flat,8,15,3,75.8,-1,0,27500000,Можайский,проезд Загорского,7К2,Давыдково,
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/293036101/,Москва,sale,flat,7,21,3,77.0,-1,0,28000000,Хорошевский, Зорге,9к2,Полежаевская,Зорге 9
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/300821065/,Москва,sale,flat,5,14,3,75.0,-1,0,28000000,Марфино,Большая Марфинская ,4к6,Фонвизинская,
ID 324976,unknown,https://www.cian.ru/sale/flat/301057371/,Москва,sale,flat,33,33,3,85.3,-1,0,27990000,Метрогородок,Открытое шоссе,18Ак4,Бульвар Рокоссовского,Лосиноостровский парк
Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/300007601/,Москва,sale,flat,8,17,3,77.2,-1,0,28000000,, Татьянин Парк,15к2,Говорово,Татьянин Парк
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/298334197/,Москва,sale,flat,10,16,3,61.2,-1,0,28000000,Филевский парк,Большая Филевская ,4,Фили,Only
Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/300206695/,Москва,sale,flat,11,16,3,75.0,-1,0,27900000,Хорошево-Мневники,проспект Маршала Жукова,35К1,Народное Ополчение,
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300196050/,Москва,sale,flat,15,24,3,77.0,-1,0,28000000,Донской,Малая Тульская ,55/1,Тульская,
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/299032781/,Москва,sale,flat,3,8,3,93.0,-1,0,27900000,Ломоносовский, Марии Ульяновой,8,Проспект Вернадского,
ID 103315067,homeowner,https://www.cian.ru/sale/flat/300810553/,Москва,sale,flat,6,10,3,67.9,-1,0,27839000,Лефортово, Золоторожский Вал,8,Серп и Молот,Золоторожский
Smolenka Estate,real_estate_agent,https://www.cian.ru/sale/flat/297380955/,Москва,sale,flat,22,29,3,60.0,-1,0,28300000,Очаково-Матвеевское,Аминьевское шоссе,4Дк3литБ,Аминьевская,Вестердам
Дельта,real_estate_agent,https://www.cian.ru/sale/flat/299964126/,Москва,sale,flat,13,14,3,79.0,-1,0,28250000,Текстильщики, Чистова,16к2,Волжская,LIFE-Волжская
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/300384258/,Москва,sale,flat,10,17,3,74.0,-1,0,28500000,Крылатское, Крылатские Холмы,21,Крылатское,
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/300819799/,Москва,sale,flat,21,23,3,67.0,-1,0,28700000,Бутырский, Фонвизина,18,Улица Милашенкова,
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/300731032/,Москва,sale,flat,16,22,3,78.8,-1,0,29000000,Марфино, Академика Комарова,3к2,Фонвизинская,Марфино
Cristall Realty,real_estate_agent,https://www.cian.ru/sale/flat/295331662/,Москва,sale,flat,8,30,3,60.1,-1,0,29000000,Филевский парк,Береговой проезд,5к1,Фили,Фили Град
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/300251626/,Москва,sale,flat,2,24,3,62.7,-1,0,29000000,Хорошево-Мневники,Шелепихинская набережная,34к4зд8,Шелепиха,Сердце Столицы
Место,real_estate_agent,https://www.cian.ru/sale/flat/299600315/,Москва,sale,flat,17,17,3,83.5,-1,0,29250000,Рязанский,2-й Грайвороновский проезд,42к3,Стахановская,Кварталы 21/19
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301210569/,Москва,sale,flat,12,14,3,86.0,-1,0,29500000,Солнцево,Боровское шоссе,2к4,Мещерская,Мещерский лес
RED,real_estate_agent,https://www.cian.ru/sale/flat/301107943/,Москва,sale,flat,5,31,3,95.5,-1,0,29700000,Южное Бутово, Поляны,5,Улица Скобелевская,Эталон-Сити
Владимир Фетискин,realtor,https://www.cian.ru/sale/flat/298266766/,Москва,sale,flat,17,25,3,93.0,-1,0,29900000,Богородское,Погонный проезд,14,Белокаменная,
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300283240/,Москва,sale,flat,5,14,3,93.9,-1,0,29990000,Матушкино,Зеленоград,3,Зеленоград — Крюково,
NEXT LEVEL RIELT,real_estate_agent,https://www.cian.ru/sale/flat/297470764/,Москва,sale,flat,9,9,3,61.2,-1,0,29990000,Пресненский,Мантулинская ,2,Улица 1905 года,
Cristall Realty,real_estate_agent,https://www.cian.ru/sale/flat/301217861/,Москва,sale,flat,21,30,3,50.0,-1,0,29999000,Тимирязевский,Дмитровский проезд,1,Дмитровская,D1
CENTURY 21 RnB Estate,real_estate_agent,https://www.cian.ru/sale/flat/299542967/,Москва,sale,flat,11,17,3,74.3,-1,0,29800000,Марьина роща,Новосущевская ,37К4,Менделеевская,
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300262959/,Москва,sale,flat,19,24,3,79.4,-1,0,30500000,Ново-Переделкино,Чоботовская ,2к1,Новопеределкино,FoRest
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/301120193/,Москва,sale,flat,6,7,3,80.0,-1,0,31000000,Филевский парк, Олеко Дундича,5,Багратионовская,
ID 107328710,realtor,https://www.cian.ru/sale/flat/301203222/,Москва,sale,flat,19,24,3,86.0,-1,0,31000000,Дмитровский,Дмитровское шоссе,107к2,Яхромская,Летний сад
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301643242/,Москва,sale,flat,11,22,3,98.6,-1,0,31500000,Левобережный,Ленинградское шоссе,130к3,Беломорская,
Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/295036840/,Москва,sale,flat,19,28,3,86.0,-1,0,31500000,Лефортово,проезд Невельского,1к1,Авиамоторная,Символ
Penny Lane Realty Жилая недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/299461147/,Москва,sale,flat,11,29,3,72.0,-1,0,31499000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/296712767/,Москва,sale,flat,8,9,3,70.0,-1,0,31600000,Басманный,Нижняя Красносельская ,35С49,Бауманская,Лофтек
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/296139192/,Москва,sale,flat,24,44,3,69.0,-1,0,31700000,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/284610807/,Москва,sale,flat,24,44,3,70.0,-1,0,31700000,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/293263253/,Москва,sale,flat,24,44,3,69.0,-1,0,31700000,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/300978201/,Москва,sale,flat,2,10,3,82.5,-1,0,32000000,Гагаринский,Ленинский проспект,72/2,Университет,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/298880124/,Москва,sale,flat,5,5,3,60.0,-1,0,32100000,Пресненский,Хлебный переулок,14,Арбатская,
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/298614348/,Москва,sale,flat,10,28,3,62.6,-1,0,32200000,Раменки,Винницкая ,8к2,Раменки,Настоящее
Екатерина Абдулмянова,realtor,https://www.cian.ru/sale/flat/300110396/,Москва,sale,flat,5,5,3,71.0,-1,0,32000000,Аэропорт,Красноармейская ,8К1,Гражданская,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/295066559/,Москва,sale,flat,1,18,3,105.8,-1,0,32000000,Ломоносовский, Архитектора Власова,6,Профсоюзная,Вавилово
Макромир,real_estate_agent,https://www.cian.ru/sale/flat/298781089/,Москва,sale,flat,19,23,3,111.8,-1,0,32500000,Митино,Митинская ,10,Волоколамская,
Екатерина Боброва,realtor,https://www.cian.ru/sale/flat/289881261/,Москва,sale,flat,4,14,3,80.0,-1,0,32500000,Тверской,Угловой переулок,6,Менделеевская,
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/298529339/,Москва,sale,flat,3,7,3,105.0,-1,0,32300000,, Ясеневая,3к1,Ольховая,Дубровка
Кирилл Акелькин,realtor,https://www.cian.ru/sale/flat/295162048/,Москва,sale,flat,4,7,3,127.0,-1,0,32500000,Куркино,Ландышевая ,12К1,,
ID 7463832,realtor,https://www.cian.ru/sale/flat/300329022/,Москва,sale,flat,12,22,3,70.0,-1,0,32500000,Филевский парк,2-я Филевская ,6,Филёвский парк,ФилиЧета-2
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/292548663/,Москва,sale,flat,3,8,3,112.0,-1,0,32999000,Дорогомилово,Киевская ,22,Студенческая,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300371959/,Москва,sale,flat,10,11,3,82.1,-1,0,33500000,Останкинский,Березовая аллея,17к2,Ботанический сад,Green park
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/295758445/,Москва,sale,flat,6,8,3,81.1,-1,0,33400000,Беговой, Правды,6/34,Белорусская,
Алеся Лунина,realtor,https://www.cian.ru/sale/flat/279440853/,Москва,sale,flat,9,17,3,75.0,-1,0,33500000,Черемушки,Профсоюзная ,30К4,Профсоюзная,
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/295005061/,Москва,sale,flat,5,58,3,67.0,-1,0,33500000,Тимирязевский,Дмитровский проезд,1,Дмитровская,D1
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/297087836/,Москва,sale,flat,11,42,3,73.5,-1,0,33500000,Филевский парк,Багратионовский проезд,5Ак1,Фили,Filicity
Enkelman Development,real_estate_agent,https://www.cian.ru/sale/flat/300247583/,Москва,sale,flat,8,19,3,82.0,-1,0,33800000,Савеловский, Верхняя Масловка,28,Гражданская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301621247/,Москва,sale,flat,8,8,3,81.1,-1,0,33900000,Ломоносовский,Ленинский проспект,88К2,Новаторская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299071763/,Москва,sale,flat,7,12,3,84.5,-1,0,34200000,Соколиная гора,Вельяминовская ,6,Семёновская,
Место,real_estate_agent,https://www.cian.ru/sale/flat/300750672/,Москва,sale,flat,14,25,3,69.5,-1,0,34000000,Покровское-Стрешнево,Волоколамское шоссе,81/2с2,Трикотажная,Апартаментный комплекс Level Стрешнево
ID 11427562,homeowner,https://www.cian.ru/sale/flat/296378038/,Москва,sale,flat,12,24,3,94.0,-1,0,34000000,Черемушки,Нахимовский проспект,31к3,Новые Черёмушки,Апарт-комплекс Нахимов
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301166319/,Москва,sale,flat,38,46,3,55.5,-1,0,34400000,Даниловский,Дубининская ,вл59к2,Серпуховская,Павелецкая Сити
ЛИДЕР Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/297893636/,Москва,sale,flat,15,34,3,87.0,-1,0,34500000,Аэропорт,Кочновский проезд,4к2,Гражданская,Аэробус
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/300995760/,Москва,sale,flat,7,8,3,115.0,-1,0,34500000,Куркино,Ландышевая ,14К3,Химки,
Bespoke Estate,real_estate_agent,https://www.cian.ru/sale/flat/299536421/,Москва,sale,flat,15,33,3,70.0,-1,0,34700000,Бутырский, Руставели,16к2,Бутырская,Руставели 14
